smiles,u0_atom
[H][N][C]1N([H])C([H])=C([H])C1([H])C([H])([H])[H],2.444369767
[H][N][C]1SC(=C([H])N1[H])C([H])([H])[H],1.32372835
[H]OC([H])([H])C([H])([H])[C]([H])[N][N][C]([H])[H],0.228346006
[H]C#CC([H])([H])C(C([H])=O)=C([H])[H],0.552945279
[H]N([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],-1.673666655
[H]C(=O)N(C([H])=C([H])[H])C([H])([H])C([H])([H])[H],-0.276835448
[H]C1=NN=C([H])C([H])([H])C([H])([H])O1,1.040001217
[H]C1=C([H])C([H])(N([H])C1([H])[H])C([H])([H])C([H])([H])[H],0.559226398
[H]C([H])([H])C#CC([H])([H])C(=O)C([H])([H])[H],-0.127344808
[H]C#CC(=NN([H])C([H])([H])[H])C([H])([H])[H],0.29815616
[H]C(=O)OC(=C([H])[H])C([H])([H])N([H])[H],-0.564555578
[H]O[N][C]([H])N1C([H])([H])C1([H])C([H])([H])[H],0.565597248
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.711532831
[H]C1=NN=C(C([H])([H])[H])C([H])([H])O1,1.007473992
[H]C([H])=C1OC([H])([H])OC([H])([H])C1([H])[H],0.105594988
[H]C1=C([H])C2([H])N([H])C2([H])C1([H])[H],0.882659178
[H]N1C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],-1.160274881
[H]N([H])C(=O)OC1([H])C([H])([H])C1([H])[H],1.256296048
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-0.917599349
[H]C([H])=C([H])OC([H])([H])C(=O)N([H])[H],0.225788693
[H]N1C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.34251801
[H]C#CC([H])([H])C(=O)C([H])([H])[H],1.231844547
[H]OC([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])N([H])[H],-0.803327843
[H]C(=O)C([H])=C([H])C([H])=O,2.01774717
[H][C]([H])C(=C([H])[N]N([H])[H])C([H])([H])[H],0.903072816
[H]C([H])=C1C([H])=C([H])C2([H])N([H])C12[H],-0.507262797
[H]C1C(=O)C2([H])C([H])([H])C2([H])C=1[H],0.398429744
[H]C1OC2([H])C([H])(C=1[H])C2([H])N([H])[H],0.456933884
[H]N([H])C1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[H],-0.893192714
[H]C1=NOC2([H])C([H])([H])N([H])C12[H],1.12865473
[H]C#CC([H])([H])N([N][C]([H])[H])C([H])([H])[H],0.389097795
[H]C(=O)N1C([H])([H])C([H])([H])C1([H])[H],1.082937154
[H]C#CC1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],-1.637370758
[H]C1([H])OC(C1=O)(C([H])([H])[H])C([H])([H])[H],0.092180312
[H]C([H])=C(OC([H])([H])C([H])=C([H])[H])C([H])([H])[H],-0.713687297
[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.001003641
[H][N][C]1N2C([H])([H])C2([H])C([H])([H])C1([H])[H],0.092090582
[H][C](C([H])=C([H])[N]N([H])C([H])([H])[H])C([H])([H])[H],-0.429152592
[H]C([H])([H])C1([H])C([H])([H])N2C([H])([H])C2([H])C1([H])[H],-1.06080887
[H]C1=NOC(=C1[H])C([H])([H])C([H])([H])[H],0.384342091
[H]C([H])([H])N1C2([H])C([H])([H])OC([H])([H])C12[H],-0.10989227
[H]N([H])S(=O)(=O)C1([H])C([H])([H])C1([H])[H],1.459804314
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.301554261
[H]OC1([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],-1.343907891
[H]C1=NN([H])C([H])([H])C([H])=C([H])O1,1.041661227
[H]C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.808846255
[H]C([H])=C([H])C1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.004862043
[H]C#CC1([H])C([H])([H])C1([H])C#N,-1.641812407
[H]C1C(=NOC=1C([H])([H])[H])N([H])[H],0.91899994
[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-1.089971209
[H]N([H])C1([H])C([H])([H])C([H])([H])C2([H])OC21[H],-0.176158079
[H]OC([H])([H])C([H])([H])C#CC([H])=C([H])[H],-0.044299438
[H]C([H])=C(C([H])([H])[H])C([H])([H])C#CC([H])([H])[H],-0.943621129
[H]C([H])([H])C1([H])N2C([H])([H])C([H])(C2([H])[H])C1([H])[H],-1.00728476
[H][C]([H])[N]OC([H])(C#N)C([H])([H])[H],1.101690782
[H]C([H])=C([H])C(=O)OC([H])([H])[H],1.36747186
[H]C(=C([H])C1([H])OC([H])([H])C1([H])[H])C([H])([H])[H],-0.699285588
[H]N([H])C([H])([H])C([H])(C#CC([H])([H])[H])N([H])[H],-0.429197457
[H]C([H])([H])N(C([H])([H])[H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-1.60053648
[H]C1([H])C([H])([H])C1([H])S(=O)(=O)C([H])([H])[H],0.570173492
[H]N1C([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C1([H])[H],-0.712341343
[H]C1=C(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C12[H],0.560751813
[H]C([H])([H])N1C2([H])C([H])([H])C([H])([H])C1([H])C2([H])[H],-1.010559915
[H]C#CC([H])([H])O[C]([H])[N]O[H],1.44221718
[H]C([H])([H])C1([H])OC1([H])C1([H])C([H])([H])C1([H])[H],-0.680846016
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.711532831
[H]C1C(=NN([H])[H])C([H])=C([H])C=1[H],0.736129638
[H]C1=NOC([H])([H])C([H])(O1)C([H])([H])[H],0.762016822
[H]C(=O)C1([H])OC1([H])C([H])=C([H])[H],0.821597726
[H]C(=O)N1N([H])C([H])([H])C([H])([H])C1([H])[H],0.725317139
[H]C(=O)N([H])C([H])([H])[H],3.072481699
[H]N1C(=O)C([H])(C([H])([H])[H])C1([H])[H],1.029861696
[H]C1([H])OC(=C(O1)C([H])([H])[H])C([H])([H])[H],0.104428495
[H]OC(C#N)(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.256287215
[H]C1([H])OC1([H])C([H])([H])C1([H])OC1([H])[H],0.245663949
[H]C1=NOC([H])([H])C1=C([H])[H],1.827249794
[H]C([H])=C1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.702156017
[H]C(C#N)=C([H])C([H])([H])C([H])([H])[H],0.807644668
[H]N=C(C([H])=C([H])[H])N(O[H])C([H])([H])[H],0.529750003
[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.38958154
[H]C1=NN([H])C([H])([H])C([H])([H])C([H])=C1[H],0.115330723
[H]N=C([H])N(C([H])=C([H])[H])C([H])([H])C([H])([H])[H],-0.512377423
[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.685781181
[H][N][C](OC([H])([H])[H])N1C([H])([H])C1([H])[H],0.433020765
[H]C#CC(=O)N1C([H])([H])C1([H])[H],-0.021777139
[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],-1.582904481
[H]C#C[C]([N][H])N1C([H])([H])C1([H])[H],0.910206373
[H]C(C#N)=C([H])C(=O)N([H])[H],2.205507772
[H]C([H])(C#N)C1([H])OC([H])([H])C1([H])[H],0.409107647
[H]OC1([H])C([H])([H])OC([H])([H])C1([H])N([H])[H],0.053102777
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-0.975834298
[H]N=C(C(=C([H])[H])C([H])=C([H])[H])N([H])[H],0.096756556
[H]OC([H])(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],-0.573169685
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.16629752
[H]C1=C([H])C2([H])C([H])([H])C([H])([H])C1([H])C2([H])[H],-0.970809403
[H]C(=O)C(=O)N(C([H])([H])[H])C([H])([H])[H],0.608622915
[H]C1=C([H])N([H])C([H])=C1C([H])([H])[H],0.712126789
[H]C1OC(=C([H])C=1[H])N([H])C([H])([H])[H],0.339252627
[H]N1C([H])([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C1([H])[H],-1.037748189
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])[H],1.245393819
[H]C1=C(C([H])([H])[H])C2([H])C([H])([H])C2([H])C1([H])[H],1.587311036
[H]O[N][C]([H])C1([H])OC1([H])C([H])([H])[H],0.831423191
[H][C]([N]OC([H])([H])[H])C([H])([H])[H],1.972074459
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],1.074592239
[H]O[N][C]([H])C([H])(O[H])C([H])([H])C([H])([H])[H],0.175001357
[H][N]C1=C([C]([H])[H])C([H])=C([H])N1[H],0.430508318
[H]N([H])C([H])([H])C1([H])N([H])C(=O)C1([H])[H],0.279357668
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C([H])([H])[H],-0.038601565
[H]C1SN([H])C(=O)C=1C([H])([H])[H],1.116944929
[H]C1OC([H])([H])C([H])([H])C([H])=C([H])C=1[H],-0.178535931
[H]C1C([H])=C([H])C([H])([H])OC=1C([H])([H])[H],-0.18149703
[H]C([H])=C([H])C#N,3.485196104
[H]C1=NOC([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.084094815
[H]N1C([H])([H])C1([H])C(=O)C([H])([H])[H],1.135967748
[H]C(=C(C#N)C#N)C([H])([H])[H],1.258270114
[H]OC([H])([H])C1SC([H])=C([H])C=1[H],0.785615885
[H]OC([H])([H])C([H])(N([H])C([H])=O)C([H])([H])[H],-0.042145911
[H]C([H])=C(C([H])=C([H])C([H])([H])[H])C([H])([H])[H],-0.323764383
[H]C1OC([H])([H])C([H])([H])C(=O)C=1[H],0.623652737
[H]N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],-1.687485117
[H]C#CC(OC([H])=C([H])[H])=C([H])[H],0.645232868
[H]OC([H])(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-1.355976613
[H]C(=C1C([H])([H])C([H])=C([H])C1([H])[H])C([H])([H])[H],-1.071262447
[H]C([H])([H])C1([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])[H],-1.363648551
[H]N=C(N(O[H])C([H])=C([H])[H])C([H])([H])[H],0.472591817
[H]C([H])([H])OC([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-1.307432533
[H]C1=NC([H])([H])C2(N1[H])C([H])([H])C2([H])[H],0.08020132
[H]C#CC#CC([H])([H])N([H])C([H])([H])[H],0.423643951
[H]C1=NN([H])C([H])([H])C([H])([H])C([H])([H])O1,0.404890324
[H]C([H])([H])C1([H])OC([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-1.36634046
[H]C1=NOC(=O)C1([H])C([H])([H])[H],1.259660933
[H]C1OC2([H])C([H])([H])C2([H])OC=1[H],1.048256403
[H]OC([H])(C([H])([H])[H])C1(O[H])C([H])([H])C1([H])[H],-0.476171256
[H]OC1([H])C([H])(N([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.790855334
[H]C1=C(OC([H])([H])C1([H])C([H])([H])[H])C([H])([H])[H],-0.818626855
[H]C([H])([H])N1C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])([H])[H],-1.049816911
[H]N=C([H])N(O[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.135465398
[H]N([H])C([H])(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])[H],-0.428748806
[H]N1C2([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],-1.053854773
[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],-1.582904481
[H]N(C([H])([H])[H])C1([H])C([H])([H])C1([H])OC([H])([H])[H],-0.692421222
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])N([H])[H],-0.87219583
[H][C]([H])[N][N][C]([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.438933192
[H]C#CC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],-0.67730167
[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.575636328
[H]C#CC([H])([H])C([H])(C([H])=C([H])[H])C([H])([H])[H],-0.906248469
[H]OC1([H])C([H])([H])C1([H])C([H])([H])OC([H])([H])[H],-0.395997255
[H]C([H])=C1OC([H])([H])C([H])([H])C1([H])C([H])([H])[H],-0.808711659
[H]C([H])=C([H])OC(=C([H])[H])C([H])([H])N([H])[H],-1.055200727
[H]N1C(=O)C2([H])N([H])C2([H])C1([H])[H],1.729578388
[H]C1=C(OC([H])(C([H])([H])[H])C1([H])[H])C([H])([H])[H],-0.823606885
[H]C(=O)C([H])([H])C([H])(C([H])=C([H])[H])C([H])([H])[H],-0.766762755
[H]C#CC([H])(C([H])=C([H])C([H])([H])[H])C([H])([H])[H],-0.910600388
[H]OC1ON=C([H])C=1C([H])([H])[H],1.258404709
[H]OC([H])([H])[C]([H])[N]N([H])C([H])([H])C([H])([H])[H],-0.161352583
[H]C#CC([H])([H])C([H])([H])C([H])([H])N([H])[H],0.352891629
[H]C1=NOC([H])(C([H])([H])[H])C1([H])[H],1.187338331
[H][C]1S[N]N=C1C([H])([H])C([H])([H])[H],-0.636339799
[H]C1=NN([H])C([H])(C#N)C1([H])[H],1.259885259
[H]C1ON=C(C=1C([H])([H])[H])C([H])([H])[H],0.378060971
[H]OC([H])([H])C1([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],-0.744554512
[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.705352153
[H]C([H])=C([H])C([H])(N([H])C([H])([H])[H])C([H])([H])[H],-0.320130306
[H]N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-1.728850775
[H]C#CC([H])([H])C#CC([H])([H])C([H])([H])[H],-0.173107249
[H][C]1C([H])=C([N]C([H])([H])[H])ON1[H],1.050185604
[H]OC1([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.338524074
[H]N([H])C([H])([H])C1([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],0.534146786
[H]N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.316090566
[H]C#CC([H])([H])C(=O)N([H])[H],1.716746959
[H]C([H])=C([H])N1C([H])=C([H])C([H])=C1[H],0.047090848
[H]C#CC([H])(O[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.659221019
[H]C(=C(C(=O)N([H])[H])C([H])([H])[H])N([H])[H],0.207124795
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])=C([H])[H],-0.420762811
[H]C([H])=C1C([H])=C([H])C([H])(N([H])[H])C1([H])[H],-0.506186034
[H]N1C([H])([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.285638787
[H]OC([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],0.241670952
[H]OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])N([H])[H],-0.78950938
[H]OC1C(=C([H])N([H])C=1[H])N([H])[H],0.87341696
[H]C1=NN([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],-1.654778432
[H]C(=C(C#N)C#N)C([H])([H])[H],1.258270114
[H][C]([N]OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-0.696100163
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-0.975834298
[H]C1=NN(C([H])=C([H])[H])C([H])=C1[H],0.639983647
[H]C#CC(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.89996735
[H][N][C]([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.598832544
[H]C(=C(OC([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1.370019401
[H]C(=O)N(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],-0.273246237
[H]ON=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.177773224
[H]C1([H])N2C([H])([H])C2([H])C([H])([H])C1([H])[H],0.269038686
[H]OS([O])([O])C([H])([H])C([H])=C([H])[H],-0.591250335
[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H],-1.752584433
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])O[H],-0.477696671
[H]OC([H])([H])C#CC([H])([H])[H],1.976964759
[H]OC([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],-0.689908774
[H]C1=NOC2(C1([H])[H])C([H])([H])C2([H])[H],0.532262451
[H]C([H])=C([H])C([H])(N([H])[H])C([H])([H])OC([H])([H])[H],-0.737779876
[H]C(=O)C([H])(OC([H])([H])[H])C([H])([H])[H],0.84591463
[H]C1C(=O)N2C([H])([H])C2([H])C=1[H],0.375369063
[H]C1C(=O)N([H])C([H])([H])C=1[H],1.570800665
[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.643518221
[H]C([H])([H])C1(OC([H])([H])C([H])([H])O1)C([H])([H])[H],-0.53898245
[H]C1=NN([H])C([H])([H])C1=C([H])[H],1.445178279
[H]C(=O)C1([H])C([H])=C([H])C([H])([H])N1[H],0.882075932
[H]N1C2([H])C([H])([H])OC([H])([H])C12C([H])([H])[H],-0.169607768
[H]C([H])=C1OC([H])([H])C(=O)N1[H],1.138569926
[H]C([H])=C([H])C([H])([H])C(=O)C([H])([H])[H],0.528628374
[H]N1C(=O)C([H])(N([H])C([H])([H])[H])C1([H])[H],0.32713904
[H]C#CC(=O)C(=O)N([H])[H],1.297527109
[H]C(=O)C([H])(C([H])=O)C([H])([H])[H],1.403229375
[H]C#CC([H])([H])N([H])C(=S)N([H])[H],1.833216857
[H]OC1([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])[H],-0.430229355
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])[H],1.019049198
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-1.634903176
[H]C(C#CC([H])([H])[H])=C([H])C([H])([H])N([H])[H],-1.002125269
[H]C(=O)OC1([H])C([H])([H])N([H])C1([H])[H],-0.314970816
[H]N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.962285027
[H]OC1([H])C(=C([H])[H])C([H])=C([H])C1([H])[H],-0.196481986
[H]C([H])=C(C([H])([H])C([H])([H])[H])C1([H])OC1([H])[H],-0.6676108
[H]C#CC#CC([H])(N([H])[H])C([H])([H])[H],0.389187525
[H]C([H])=C([H])C([H])=C([H])C1([H])OC1([H])[H],-0.047843784
[H]C1=NC([H])([H])C([H])=C([H])N1C([H])([H])[H],0.050635194
[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.329146321
[H]C(=O)N(OC([H])([H])C([H])([H])[H])C([H])([H])[H],0.155574752
[H]OC1C([H])=C([H])SC=1C([H])([H])[H],1.329515953
[H]N(C([H])([H])[H])C([H])([H])C1(N([H])C1([H])[H])C([H])([H])[H],-1.050983405
[H]C#CC([H])(O[H])C([H])([H])OC([H])([H])[H],0.281600924
[H]OC([H])(C([H])=O)C([H])([H])N([H])C([H])([H])[H],0.064722847
[H]N([H])C1([H])C2([H])OC1([H])C([H])([H])C2([H])[H],-0.143944909
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],-0.660387513
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.938551369
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.946178442
[H]N1C(=O)C([H])(N([H])C([H])([H])[H])C1([H])[H],0.32713904
[H]C([H])=C([H])C([H])=C(C([H])=C([H])[H])C([H])([H])[H],-1.014777238
[H]C([H])=C([H])C#CC([H])=C([H])C([H])([H])[H],-0.310439437
[H][C]([N]C([H])([H])C([H])([H])[H])N([H])C([H])([H])C([H])([H])[H],-1.150673741
[H]C(=O)C1([H])C(=O)C([H])([H])C1([H])[H],0.696020204
[H]ON1N=C([H])C([H])=C1C([H])([H])[H],1.014472954
[H][N][C]([H])N1C([H])([H])C1([H])C([H])=C([H])[H],0.311122185
[H]C([H])([H])OC([H])([H])C([H])(C#N)C([H])([H])[H],-0.214203716
[H]N([H])C1(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.343021298
[H]N([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.982080324
[H]N1C(=O)OC2([H])C([H])([H])C12[H],1.063734875
[H][C]([H])[N]OC(=O)C([H])([H])C([H])([H])[H],0.726214442
[H]C(C#N)=C([H])C(=O)N([H])[H],2.205507772
[H]C([H])([H])C([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1.995888076
[H]OC([H])([H])C([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.409186666
[H]C([H])=C(OC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],-0.683044408
[H]N([H])C1([H])C([H])([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.01689661
[H]C([H])=C([H])C([H])(N([H])C([H])([H])[H])C([H])([H])N([H])[H],-1.060225623
[H]C(=O)C1([H])C([H])=C([H])C([H])=C1[H],0.417452562
[H]N([H])C([H])([H])C1([H])OC([H])([H])C1([H])C([H])([H])[H],-0.770351966
[H]C(=C([H])C([H])([H])C#CC([H])([H])[H])C([H])([H])[H],-0.942813557
[H]C([H])=C([H])C(=O)C([H])=C([H])C([H])([H])[H],-0.17835647
[H]C([H])=C([H])C([H])(C([H])=C([H])[H])N([H])C([H])([H])[H],-0.995889015
[H]N1C([H])([H])C1([H])C#CC#N,1.49435047
[H]C(=O)C1([H])C([H])([H])C1([H])C([H])=O,0.697052102
[H]N(C(=O)C#N)C([H])([H])C([H])([H])[H],0.850490874
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-2.249465836
[H]C1=NN([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.177603535
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],-1.009617747
[H]N=C(N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],-0.52458074
[H]C([H])([H])C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.985120443
[H]N1C([H])([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C12[H],-1.620052815
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H],0.583274112
[H]N(N=C(OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-0.165210985
[H]OC1([H])C([H])=C([H])C([H])(O[H])C1([H])[H],0.079528343
[H]C(=C(C([H])([H])[H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1.680845077
[H]N([H])C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],-1.388324377
[H]N1C([H])([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.285638787
[H]C1=C([H])C([H])=C([H])C([H])=C1[H],0.706922433
[H]C([H])([H])OC(=O)N(C([H])([H])[H])C([H])([H])[H],-0.043805921
[H]C1=C([H])C([H])([H])N(C1([H])[H])C([H])([H])C([H])([H])[H],-1.079203576
[H]N([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],1.002897748
[H]C([H])=C(C([H])([H])[H])C1([H])OC1([H])[H],0.644829082
[H]C1=C(OC2([H])C([H])([H])C12[H])C([H])([H])[H],-0.134388635
[H]N=C(C(=O)C([H])([H])C([H])([H])[H])N([H])[H],0.265135419
[H][C]([H])[N]OC([H])(OC([H])([H])[H])C([H])([H])[H],0.241626087
[H]C([H])=C([H])C1([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],0.437013763
[H]C1OC(=C([H])C=1[H])C([H])([H])C([H])([H])[H],-0.259068854
[H]C#CC([H])([H])N1C([H])([H])C1([H])[H],1.064991099
[H]C([H])(C#N)C([H])([H])C1([H])OC1([H])[H],0.421669885
[H]N(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-2.29639477
[H]C1=NSC([H])=C1C([H])([H])N([H])[H],1.023490847
[H]C#CS(=O)(=O)C#C[H],2.133140305
[H]C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],0.574031894
[H]N([H])C([H])([H])C1([H])OC1([H])C([H])([H])[H],0.557072872
[H]N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-1.625571227
[H]C1=NOC([H])([H])C1([H])C#N,1.651423318
[H]C([H])=C([H])C1([H])OC1([H])C([H])([H])N([H])[H],-0.096522459
[H]OC([H])([H])C([H])([H])C(=C([H])C([H])([H])[H])C([H])([H])[H],-1.37778107
[H]C1C(=NN(C=1[H])C([H])([H])[H])C([H])([H])[H],1.031835762
[H]N1C([H])(C([H])([H])[H])C1([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.646164325
[H]C(=O)C([H])([H])C([H])([H])C1([H])N([H])C1([H])[H],0.46056796
[H]C([H])=C([H])C(=C([H])[H])C([H])=C([H])[H],0.354147853
[H]N(C([H])([H])[H])C1([H])C([H])([H])C1([H])C#N,0.103306866
[H]OC([H])(C#N)C([H])([H])C([H])([H])C([H])([H])[H],-0.246147694
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])(C)C([H])([H])[H],1.408658056
[H]C#CC([H])([H])C(=O)O[H],2.047403026
[H]C#CC([H])=C([H])C(=O)O[H],1.356524766
[H]OC([H])([H])C#CC([H])([H])C#N,0.384970202
[H]C1SC([H])=C(C=1[H])N([H])[H],1.778795445
[H]C(=O)N([H])N1C([H])([H])C1([H])C([H])([H])[H],0.440647839
[H]C#CC(C(=O)O[H])=C([H])[H],1.371419992
[H]OC1([H])C([H])(N([H])[H])C1([H])C([H])([H])[H],0.575377848
[H]OC([H])([H])C([H])(C([H])=C([H])[H])C([H])([H])N([H])[H],-0.093067843
[H]C(=O)N([H])OC1([H])C([H])([H])C1([H])[H],0.600188269
[H]C#CC(=O)C#CC([H])([H])[H],1.255488475
[H]N([H])C(=O)C#CC([H])([H])C([H])([H])[H],0.370747954
[H]C(=O)N([H])C([H])([H])C1([H])OC1([H])[H],0.420862313
[H]C([H])([H])C(C#N)=C(C([H])([H])[H])C([H])([H])[H],-1.161306779
[H]OC1(C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1([H])[H],-0.77317847
[H]C([H])=C([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-1.59084561
[H]C([H])([H])N1C([H])([H])C1([H])C#N,1.466489219
[H]C(OC([H])([H])[H])=C([H])C1([H])C([H])([H])C1([H])[H],-0.6773914
[H][C]1S[N]N=C1C([H])([H])C([H])([H])[H],-0.636339799
[H]N(C([H])([H])[H])C([H])(C#N)C([H])([H])[H],0.793332689
[H]N(C([H])([H])C#N)C1([H])C([H])([H])C1([H])[H],0.11932372
[H]C([H])([H])C1([H])C([H])([H])S(=O)(=O)C1([H])[H],1.414311064
[H]C([H])([H])OC([H])([H])C1([H])OC([H])([H])C1([H])[H],-0.402637295
